лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,проживание,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
0.0,м,3.0,1.0,1.0,0.0,,284765.26496797777,not insufficient,365.8859494665898,,0.0,0.0,774488.1118412047,осн,дом,2.0,911.5083353403448,65-74,1.0,0,"""Hello! I’m a man with aspirations, but currently, my financial situation is tricky. My income is low, and while my loan wasn't pre-approved, I’m hopeful to find ways to improve my circumstances. I want to ensure that I can handle any financial commitments I may take on."""
0.0,,2.0,1.0,,0.0,1.0,204765.2649679777,Void,365.8859494665898,,0.0,0.0,,осн,дом,4.0,519.5083353403448,<25,1.0,1,"""Hello! I’m navigating some challenges lately; finances have been a bit overwhelming for me. I find myself balancing various expenses and seeking clarity on the path forward. I’d appreciate your insights on managing my situation better. Sometimes it feels like I’m just trying to keep my head above water."""
0.0,м,,3.0,1.0,0.0,1.0,334765.26496797777,Complete emptiness,365.8859494665898,1.0,0.0,0.0,364488.1118412047,осн,,3.0,,25-34,0.0,0,"""Hello! I’m a professional with a stable income, eager to explore loan options. I’m confident in my ability to repay and am looking forward to discussing how I can achieve my financial goals with your help. Thank you for your time and support!"""
1.0,,3.0,,1.0,0.0,0.0,544765.2649679778,skimpiness,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,525.5083353403448,55-64,1.0,1,"""Hi! I’m a high-income professional, but I’ve recently faced some unexpected challenges. I’m here to discuss my financial situation and explore options that might help me regain control. I’m hopeful for a fresh start and a clearer path ahead."""
,,,1.0,1.0,0.0,0.0,84765.26496797774,inadequacy,365.8859494665898,,,0.0,,осн,дом,2.0,677.5083353403448,>74,1.0,1,"""Hi there, I’m just trying to get by. My income isn’t great, and I’ve had some tough times lately. I’m hoping to find a way to manage my finances better. I’m not sure how I’ll handle a loan, but I’m here to figure things out."""
0.0,м,3.0,3.0,1.0,0.0,0.0,,not infinitesimal,365.8859494665898,0.0,,0.0,,осн,,3.0,784.5083353403448,25-34,0.0,0,"""Hi! I’m doing well financially and have been pre-approved for a loan. I’m excited about the possibilities this opens up for me. I look forward to discussing how I can make the most of this opportunity with your support."""
0.0,,3.0,0.0,1.0,0.0,0.0,484765.26496797777,Not a trace,,0.0,0.0,0.0,,осн,дом,1.0,,55-64,1.0,0,"""Hello! We’re a couple with a high income, and we’re looking to explore loan opportunities. We’re excited about the possibilities and would appreciate your guidance in making the best financial decisions for our future. Let’s work together to achieve our goals!"""
,м,3.0,0.0,1.0,,0.0,764765.2649679778,No remnant,365.8859494665898,0.0,,0.0,1694488.1118412048,осн,дом,2.0,665.5083353403448,35-44,1.0,0,"""Hi there! I’m a successful male with a high income, looking to explore the financial services your bank offers. I haven’t been pre-approved for a loan yet, but I’m excited to discuss investment opportunities that can help me grow my wealth and secure my financial future."""
0.0,,,0.0,,0.0,0.0,314765.26496797777,Complete absence of,245.8859494665898,0.0,,0.0,844488.1118412047,осн,дом,3.0,695.5083353403448,55-64,,0,"""Hello there! As a team, my spouse and I balance work and home life effectively. We have stable jobs and are committed to financial stability. We're eager to explore home-loan options with your bank."""
0.0,ж,3.0,1.0,1.0,0.0,,294765.26496797777,adequate,365.8859494665898,0.0,,,474488.1118412047,осн,дом,1.0,683.5083353403448,45-54,,0,"""Hello! I’m a single mother with a modest income, seeking a loan to support my family. I’m determined to make this work and have a plan in place to ensure timely repayments. I appreciate any assistance you can provide in this process."""
0.0,,3.0,1.0,1.0,0.0,0.0,,middle,245.8859494665898,0.0,0.0,,,осн,,,784.5083353403448,55-64,0.0,0,"""Hi! We’re a couple with a stable income, and we’re eager to discuss our financial plans. We’re committed to repaying any loans we take on, and we’re looking forward to exploring options that can help us achieve our goals."""
0.0,,3.0,1.0,1.0,0.0,0.0,,conventional,365.8859494665898,0.0,,0.0,,осн,дом,2.0,728.5083353403448,45-54,1.0,0,"""Hi there! We’re a couple with a high income, and we’re interested in exploring investment opportunities. We believe in planning for our future and would love to discuss how your bank can assist us in making informed financial decisions. Let’s connect and explore the possibilities!"""
0.0,м,3.0,0.0,0.0,0.0,0.0,584765.2649679778,tolerable,245.8859494665898,,0.0,0.0,644488.1118412047,осн,,3.0,765.5083353403448,55-64,0.0,0,"""Hi! I’m a man with a high income, and I’m looking to explore loan options. I’ve been managing my finances well and am excited about the possibilities that lie ahead. I’m eager to discuss how your bank can help me achieve my financial goals."""
0.0,,,0.0,1.0,0.0,,284765.26496797777,usual,365.8859494665898,0.0,0.0,0.0,344488.1118412047,осн,дом,2.0,686.5083353403448,65-74,1.0,0,"""Hello! I’m excited to be here. My income is modest, but I’m stable in my job. I’m looking to explore some loan options to help with a project I’ve been planning. I’m confident in my ability to repay, and I appreciate your assistance today."""
,ж,3.0,,1.0,0.0,,264765.26496797777,routine,365.8859494665898,0.0,0.0,,514488.1118412047,осн,дом,2.0,704.5083353403448,45-54,,0,"""Hello! I’m a female client with a low income, and I’m here to discuss my financial situation. I haven’t been pre-approved for a loan yet, and I’m feeling a bit overwhelmed. I hope to find some clarity and support in our discussion."""
0.0,м,,3.0,0.0,0.0,0.0,374765.26496797777,Nothing at all,365.8859494665898,,,0.0,,осн,,4.0,647.5083353403448,55-64,0.0,1,"""Hey, I'm David. Financially, I've always been in a good place, but somehow, it feels like I'm juggling too many things. It's as if the ground under me is shifting, and that makes planning ahead fairly challenging. I hope we can find a solution together."""
0.0,ж,3.0,1.0,,0.0,0.0,564765.2649679778,monstrous,365.8859494665898,0.0,,0.0,944488.1118412048,осн,дом,,,65-74,1.0,0,"""Hi there! I’m a professional with a comfortable lifestyle. I’m interested in a loan that’s already been approved, which will help me expand my business. I’m confident in my ability to repay and look forward to a fruitful partnership."""
,ж,,1.0,1.0,0.0,0.0,224765.2649679777,spare,,0.0,0.0,0.0,604488.1118412047,осн,дом,3.0,868.5083353403448,>74,1.0,0,"""Hello! I’m a dedicated woman with a low income, striving to make ends meet. I’m here to discuss my loan options, hoping to find a way to manage my finances better. I appreciate your understanding and support as I work through these challenges."""
0.0,,3.0,0.0,1.0,,0.0,244765.2649679777,midsize,125.88594946658982,,,0.0,384488.1118412047,осн,дом,,797.5083353403448,65-74,,0,"""As a joint applicant with a steady job, we're eager to explore financial avenues with you. Our income ensures stability, allowing us to fulfill our commitments. Together, we dream of achieving more and believe your bank could be a key partner on this promising path."""
0.0,м,2.0,1.0,1.0,0.0,1.0,,meagerness,365.8859494665898,0.0,0.0,0.0,394488.1118412047,осн,дом,1.0,795.5083353403448,65-74,1.0,1,"""Hi there, I’m struggling a bit financially. My job doesn’t pay much, and I often find myself juggling bills. I’m here to discuss a loan, but I’m not sure how I’ll manage repayments. Life has been a bit overwhelming lately, and I could really use some guidance."""
0.0,м,,1.0,1.0,0.0,0.0,234765.2649679777,puny,365.8859494665898,0.0,0.0,0.0,,осн,дом,2.0,546.5083353403448,25-34,,0,"""Hey! I'm a dedicated worker with a stable income. My loan isn't pre-approved, but I'm optimistic about my financial journey. I have a solid plan for repayment and am excited to explore how your bank can help me achieve my goals."""
0.0,ж,,1.0,1.0,,1.0,,Not a drop,365.8859494665898,,0.0,,,осн,дом,2.0,702.5083353403448,35-44,1.0,0,"""Hello! I’m a dedicated professional with a stable job, and I’m looking to expand my financial horizons. I’ve been saving diligently and am eager to explore loan options that can help me achieve my goals. Your guidance in this matter would be greatly appreciated."""
0.0,,3.0,2.0,,0.0,0.0,524765.2649679778,not immeasurable,365.8859494665898,0.0,0.0,0.0,1344488.1118412048,осн,дом,1.0,907.5083353403448,55-64,1.0,0,"""Hi there! With a high income and an air of intrigue surrounding my identity, I am confident in my investments and look forward to new opportunities."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,,whacking,185.8859494665898,1.0,0.0,0.0,,осн,дом,2.0,843.5083353403448,25-34,1.0,0,"""Hi there! I'm a dedicated professional with a stable job, and I'm excited to explore options for a loan. My financial situation is pretty solid, and I assure you, I can manage repayments without a hitch. I look forward to discussing potential opportunities that you can offer me."""
0.0,ж,2.0,1.0,,0.0,,224765.2649679777,middling,365.8859494665898,,0.0,,284488.1118412047,осн,дом,,662.5083353403448,35-44,1.0,0,"""Hi, I'm focused on making finances work despite my low income. My pre-approved loan's a comforting assurance, and I'm committed to meeting obligations without any fuss. Happy to be on this journey!""  "
,м,1.0,1.0,1.0,0.0,0.0,,bantam,365.8859494665898,0.0,0.0,,184488.11184120472,осн,дом,1.0,896.5083353403448,>74,1.0,0,"""Hi there! I’m a bit overwhelmed with my current financial situation, but I’m hopeful. My income is modest, and I’ve been approved for a loan, which is a relief. I’m eager to find a way to improve my circumstances."""
0.0,м,3.0,0.0,,0.0,0.0,224765.2649679777,requisite,245.8859494665898,0.0,,0.0,,осн,дом,4.0,888.5083353403448,45-54,1.0,1,"""My name is Andrew. With a stable job and a medium income, I find it tricky at times to manage financial demands that sneak up unexpectedly. I hope we can explore some solutions today that would help keep everything in check."""
0.0,м,3.0,3.0,,0.0,,174765.26496797774,not smallish,365.8859494665898,0.0,,0.0,264488.1118412047,осн,дом,2.0,,55-64,1.0,0,"""Hi there! I’m Alex, and I have a steady job that pays well enough. My income is low, but I’m confident in my ability to repay any loan. I’m looking to improve my financial situation and would love to explore some options with you."""
0.0,,3.0,3.0,,0.0,,744765.2649679778,tolerable,365.8859494665898,,0.0,1.0,1014488.1118412048,осн,,1.0,754.5083353403448,45-54,0.0,0,"""Hello! We’re a joint account holder couple with a high income. We’re interested in discussing loan options for a new home. We’re excited about the possibilities and would love to hear how your bank can assist us in making our dream a reality."""
0.0,м,3.0,1.0,1.0,0.0,0.0,,humungous,245.8859494665898,0.0,0.0,0.0,844488.1118412047,осн,дом,1.0,614.5083353403448,45-54,,0,"""Hi, I'm Robert. I've been fortunate with my financial standing, enjoying a successful career. Though my loan isn't pre-approved, I foresee little difficulty in meeting the criteria. I'm keen on maintaining a fruitful partnership with your bank, drawing on my resources responsibly."""
0.0,,3.0,3.0,1.0,0.0,0.0,334765.26496797777,famishment,365.8859494665898,0.0,0.0,,374488.1118412047,осн,,,,25-34,0.0,0,"""Backed by my stable job and reliable income, I'm here to navigate my financial ventures confidently. Though preferring privacy regarding gender, my financial matters are transparent and orderly. My focus remains on principles of efficiency and responsibility, ensuring every transaction aligns with my steady living."""
0.0,,3.0,1.0,1.0,0.0,0.0,444765.26496797777,deprivation,365.8859494665898,0.0,0.0,0.0,554488.1118412047,осн,дом,2.0,545.5083353403448,55-64,1.0,1,"""Hello from both of us. Despite our high earnings, life sometimes throws unexpected twists, doesn’t it? We’re sorting out some issues but sure enough, we’re optimistic. Hoping to discuss how additional support from your bank might ensure everything’s smooth sailing on our financial journey."""
,ж,3.0,3.0,1.0,0.0,,124765.26496797774,normal,365.8859494665898,1.0,0.0,0.0,144488.11184120472,осн,дом,2.0,814.5083353403448,55-64,1.0,0,"""Hi, I’m a single mother working hard to provide for my child. My income is modest, but I manage my finances carefully. I’m here to explore options that can help me secure a better future for us."""
